Node,Id,Label,Cluster
"6861","6861","6861",6
"8710","8710","8710",8
"2472","2472","2472",2
"8710","8710","8710",8
"7763","7763","7763",7
"8710","8710","8710",8
"7722","7722","7722",7
"8710","8710","8710",8
"7768","7768","7768",7
"7929","7929","7929",7
"8451","8451","8451",8
"7929","7929","7929",7
"0350","0350","0350",0
"7929","7929","7929",7
"6517","6517","6517",6
"7929","7929","7929",7
"6116","6116","6116",6
"7929","7929","7929",7
"8441","8441","8441",8
"7929","7929","7929",7
"8433","8433","8433",8
"7929","7929","7929",7
"6536","6536","6536",6
"7929","7929","7929",7
"7928","7928","7928",7
"7929","7929","7929",7
"7711","7711","7711",7
"7929","7929","7929",7
"2785","2785","2785",2
"6951","6951","6951",6
"0459","0459","0459",0
"6951","6951","6951",6
"5239","5239","5239",5
"5621","5621","5621",5
"5225","5225","5225",5
"5621","5621","5621",5
"8732","8732","8732",8
"2881","2881","2881",2
"8471","8471","8471",8
"2686","2686","2686",2
"2687","2687","2687",2
"2686","2686","2686",2
"0721","0721","0721",0
"6252","6252","6252",6
"6251","6251","6251",6
"6252","6252","6252",6
"2713","2713","2713",2
"6252","6252","6252",6
"6638","6638","6638",6
"2816","2816","2816",2
"2815","2815","2815",2
"2816","2816","2816",2
"8960","8960","8960",8
"7421","7421","7421",7
"7284","7284","7284",7
"8998","8998","8998",8
"2925","2925","2925",2
"6572","6572","6572",6
"6932","6932","6932",6
"6572","6572","6572",6
"5823","5823","5823",5
"2683","2683","2683",2
"8122","8122","8122",8
"6664","6664","6664",6
"9110","9110","9110",9
"2876","2876","2876",2
"6785","6785","6785",6
"2876","2876","2876",2
"6611","6611","6611",6
"2876","2876","2876",2
"0980","0980","0980",0
"0440","0440","0440",0
"2926","2926","2926",2
"2772","2772","2772",2
"0611","0611","0611",0
"6612","6612","6612",6
"8422","8422","8422",8
"7919","7919","7919",7
"6632","6632","6632",6
"7919","7919","7919",7
"7868","7868","7868",7
"7919","7919","7919",7
"8935","8935","8935",8
"7919","7919","7919",7
"7449","7449","7449",7
"7919","7919","7919",7
"7119","7119","7119",7
"7919","7919","7919",7
"6546","6546","6546",6
"7919","7919","7919",7
"7369","7369","7369",7
"7919","7919","7919",7
"7849","7849","7849",7
"7919","7919","7919",7
"6782","6782","6782",6
"7919","7919","7919",7
"6793","6793","6793",6
"7919","7919","7919",7
"6418","6418","6418",6
"7919","7919","7919",7
"7915","7915","7915",7
"7919","7919","7919",7
"6424","6424","6424",6
"7919","7919","7919",7
"7371","7371","7371",7
"7919","7919","7919",7
"6210","6210","6210",6
"7919","7919","7919",7
"6991","6991","6991",6
"7919","7919","7919",7
"6745","6745","6745",6
"7919","7919","7919",7
"6785","6785","6785",6
"7919","7919","7919",7
"0142","0142","0142",0
"5169","5169","5169",5
"5416","5416","5416",5
"5169","5169","5169",5
"2117","2117","2117",2
"5169","5169","5169",5
"5419","5419","5419",5
"5169","5169","5169",5
"3232","3232","3232",3
"5169","5169","5169",5
"7741","7741","7741",7
"0111","0111","0111",0
"6553","6553","6553",6
"7922","7922","7922",7
"3341","3341","3341",3
"2666","2666","2666",2
"2667","2667","2667",2
"7452","7452","7452",7
"7429","7429","7429",7
"7452","7452","7452",7
"7416","7416","7416",7
"7452","7452","7452",7
"7412","7412","7412",7
"7452","7452","7452",7
"7436","7436","7436",7
"7452","7452","7452",7
"7219","7219","7219",7
"7452","7452","7452",7
"6899","6899","6899",6
"7452","7452","7452",7
"8435","8435","8435",8
"7452","7452","7452",7
"7269","7269","7269",7
"7452","7452","7452",7
"7423","7423","7423",7
"7452","7452","7452",7
"7368","7368","7368",7
"7187","7187","7187",7
"0615","0615","0615",0
"8952","8952","8952",8
"6254","6254","6254",6
"8952","8952","8952",8
"6532","6532","6532",6
"0481","0481","0481",0
"8481","8481","8481",8
"6993","6993","6993",6
"0572","0572","0572",0
"6993","6993","6993",6
"8989","8989","8989",8
"6993","6993","6993",6
"4236","4236","4236",4
"6993","6993","6993",6
"2631","2631","2631",2
"8928","8928","8928",8
"3330","3330","3330",3
"7263","7263","7263",7
"5163","5163","5163",5
"7263","7263","7263",7
"7423","7423","7423",7
"7263","7263","7263",7
"6581","6581","6581",6
"7263","7263","7263",7
"8435","8435","8435",8
"8959","8959","8959",8
"5332","5332","5332",5
"8959","8959","8959",8
"0611","0611","0611",0
"6534","6534","6534",6
"6516","6516","6516",6
"6534","6534","6534",6
"6536","6536","6536",6
"6534","6534","6534",6
"6531","6531","6531",6
"6534","6534","6534",6
"7148","7148","7148",7
"6534","6534","6534",6
"6560","6560","6560",6
"6639","6639","6639",6
"2117","2117","2117",2
"7631","7631","7631",7
"8811","8811","8811",8
"7631","7631","7631",7
"6841","6841","6841",6
"7631","7631","7631",7
"7722","7722","7722",7
"6542","6542","6542",6
"0721","0721","0721",0
"5146","5146","5146",5
"2223","2223","2223",2
"6411","6411","6411",6
"5114","5114","5114",5
"6411","6411","6411",6
"8960","8960","8960",8
"6411","6411","6411",6
"2631","2631","2631",2
"5223","5223","5223",5
"0341","0341","0341",0
"7722","7722","7722",7
"7768","7768","7768",7
"7722","7722","7722",7
"7764","7764","7764",7
"7722","7722","7722",7
"7599","7599","7599",7
"7722","7722","7722",7
"7642","7642","7642",7
"7722","7722","7722",7
"7763","7763","7763",7
"7722","7722","7722",7
"8811","8811","8811",8
"7722","7722","7722",7
"7525","7525","7525",7
"7722","7722","7722",7
"8851","8851","8851",8
"6812","6812","6812",6
"8939","8939","8939",8
"6812","6812","6812",6
"2631","2631","2631",2
"6812","6812","6812",6
"0542","0542","0542",0
"6812","6812","6812",6
"0224","0224","0224",0
"6812","6812","6812",6
"8439","8439","8439",8
"6812","6812","6812",6
"6584","6584","6584",6
"6812","6812","6812",6
"6251","6251","6251",6
"6812","6812","6812",6
"0619","0619","0619",0
"0811","0811","0811",0
"8472","8472","8472",8
"6114","6114","6114",6
"8744","8744","8744",8
"5331","5331","5331",5
"8441","8441","8441",8
"2782","2782","2782",2
"7524","7524","7524",7
"2116","2116","2116",2
"8947","8947","8947",8
"2116","2116","2116",2
"8994","8994","8994",8
"2116","2116","2116",2
"6978","6978","6978",6
"2116","2116","2116",2
"8482","8482","8482",8
"2116","2116","2116",2
"8989","8989","8989",8
"2116","2116","2116",2
"7723","7723","7723",7
"8439","8439","8439",8
"8452","8452","8452",8
"8439","8439","8439",8
"5841","5841","5841",5
"8439","8439","8439",8
"8431","8431","8431",8
"8439","8439","8439",8
"8472","8472","8472",8
"8439","8439","8439",8
"8433","8433","8433",8
"8439","8439","8439",8
"8421","8421","8421",8
"8439","8439","8439",8
"8423","8423","8423",8
"8439","8439","8439",8
"8462","8462","8462",8
"8439","8439","8439",8
"5416","5416","5416",5
"8439","8439","8439",8
"8442","8442","8442",8
"8439","8439","8439",8
"8435","8435","8435",8
"8439","8439","8439",8
"8451","8451","8451",8
"8439","8439","8439",8
"8441","8441","8441",8
"8439","8439","8439",8
"8465","8465","8465",8
"8439","8439","8439",8
"8459","8459","8459",8
"8439","8439","8439",8
"8432","8432","8432",8
"8439","8439","8439",8
"8424","8424","8424",8
"8439","8439","8439",8
"8463","8463","8463",8
"8439","8439","8439",8
"8434","8434","8434",8
"8439","8439","8439",8
"8443","8443","8443",8
"7244","7244","7244",7
"0350","0350","0350",0
"7244","7244","7244",7
"7367","7367","7367",7
"7524","7524","7524",7
"7768","7768","7768",7
"7524","7524","7524",7
"7764","7764","7764",7
"7524","7524","7524",7
"7599","7599","7599",7
"7524","7524","7524",7
"7522","7522","7522",7
"7524","7524","7524",7
"7763","7763","7763",7
"7524","7524","7524",7
"6584","6584","6584",6
"7524","7524","7524",7
"7525","7525","7525",7
"2871","2871","2871",2
"5162","5162","5162",5
"2871","2871","2871",2
"9510","9510","9510",9
"2871","2871","2871",2
"8212","8212","8212",8
"2235","2235","2235",2
"0460","0460","0460",0
"2235","2235","2235",2
"6417","6417","6417",6
"2235","2235","2235",2
"6413","6413","6413",6
"2235","2235","2235",2
"6342","6342","6342",6
"2235","2235","2235",2
"2882","2882","2882",2
"2235","2235","2235",2
"0819","0819","0819",0
"7781","7781","7781",7
"0343","0343","0343",0
"7781","7781","7781",7
"0611","0611","0611",0
"0572","0572","0572",0
"8484","8484","8484",8
"0572","0572","0572",0
"7243","7243","7243",7
"7742","7742","7742",7
"8748","8748","8748",8
"7742","7742","7742",7
"8422","8422","8422",8
"7742","7742","7742",7
"7284","7284","7284",7
"7742","7742","7742",7
"5163","5163","5163",5
"7742","7742","7742",7
"7138","7138","7138",7
"7742","7742","7742",7
"5332","5332","5332",5
"7284","7284","7284",7
"2924","2924","2924",2
"7284","7284","7284",7
"7451","7451","7451",7
"7284","7284","7284",7
"2472","2472","2472",2
"7284","7284","7284",7
"7251","7251","7251",7
"7284","7284","7284",7
"7412","7412","7412",7
"0224","0224","0224",0
"0240","0240","0240",0
"0224","0224","0224",0
"0230","0230","0230",0
"0224","0224","0224",0
"6531","6531","6531",6
"8432","8432","8432",8
"8451","8451","8451",8
"8432","8432","8432",8
"7643","7643","7643",7
"8432","8432","8432",8
"8472","8472","8472",8
"8432","8432","8432",8
"8749","8749","8749",8
"8432","8432","8432",8
"8441","8441","8441",8
"8432","8432","8432",8
"8510","8510","8510",8
"8432","8432","8432",8
"8452","8452","8452",8
"8432","8432","8432",8
"8422","8422","8422",8
"8432","8432","8432",8
"8433","8433","8433",8
"8432","8432","8432",8
"8421","8421","8421",8
"8432","8432","8432",8
"8424","8424","8424",8
"8432","8432","8432",8
"8463","8463","8463",8
"8432","8432","8432",8
"6584","6584","6584",6
"8432","8432","8432",8
"8434","8434","8434",8
"8432","8432","8432",8
"8442","8442","8442",8
"8432","8432","8432",8
"8431","8431","8431",8
"8432","8432","8432",8
"8435","8435","8435",8
"8424","8424","8424",8
"8452","8452","8452",8
"8424","8424","8424",8
"6584","6584","6584",6
"8424","8424","8424",8
"2234","2234","2234",2
"8424","8424","8424",8
"7523","7523","7523",7
"8424","8424","8424",8
"8463","8463","8463",8
"8424","8424","8424",8
"8431","8431","8431",8
"8424","8424","8424",8
"8472","8472","8472",8
"8424","8424","8424",8
"8433","8433","8433",8
"8424","8424","8424",8
"8421","8421","8421",8
"8424","8424","8424",8
"8423","8423","8423",8
"8424","8424","8424",8
"8462","8462","8462",8
"8424","8424","8424",8
"8435","8435","8435",8
"8424","8424","8424",8
"8451","8451","8451",8
"8424","8424","8424",8
"8441","8441","8441",8
"8424","8424","8424",8
"7522","7522","7522",7
"8424","8424","8424",8
"8465","8465","8465",8
"8424","8424","8424",8
"8459","8459","8459",8
"8424","8424","8424",8
"8422","8422","8422",8
"8424","8424","8424",8
"7832","7832","7832",7
"8424","8424","8424",8
"8434","8434","8434",8
"0544","0544","0544",0
"2483","2483","2483",2
"6536","6536","6536",6
"6516","6516","6516",6
"6536","6536","6536",6
"6538","6538","6538",6
"6536","6536","6536",6
"6531","6531","6531",6
"6536","6536","6536",6
"6573","6573","6573",6
"6536","6536","6536",6
"6532","6532","6532",6
"2112","2112","2112",2
"2440","2440","2440",2
"2112","2112","2112",2
"2820","2820","2820",2
"2112","2112","2112",2
"6330","6330","6330",6
"7259","7259","7259",7
"7493","7493","7493",7
"7259","7259","7259",7
"7842","7842","7842",7
"7259","7259","7259",7
"7212","7212","7212",7
"7259","7259","7259",7
"7234","7234","7234",7
"7259","7259","7259",7
"8442","8442","8442",8
"7259","7259","7259",7
"7412","7412","7412",7
"8471","8471","8471",8
"3330","3330","3330",3
"8471","8471","8471",8
"7821","7821","7821",7
"6516","6516","6516",6
"6531","6531","6531",6
"6516","6516","6516",6
"6522","6522","6522",6
"6516","6516","6516",6
"6560","6560","6560",6
"6516","6516","6516",6
"7711","7711","7711",7
"0721","0721","0721",0
"3351","3351","3351",3
"0721","0721","0721",0
"6121","6121","6121",6
"0721","0721","0721",0
"5224","5224","5224",5
"0721","0721","0721",0
"5222","5222","5222",5
"0721","0721","0721",0
"6851","6851","6851",6
"0721","0721","0721",0
"0421","0421","0421",0
"0721","0721","0721",0
"7271","7271","7271",7
"0721","0721","0721",0
"5722","5722","5722",5
"0721","0721","0721",0
"5233","5233","5233",5
"0721","0721","0721",0
"2687","2687","2687",2
"0721","0721","0721",0
"5311","5311","5311",5
"0721","0721","0721",0
"6638","6638","6638",6
"0721","0721","0721",0
"2874","2874","2874",2
"0721","0721","0721",0
"8931","8931","8931",8
"7853","7853","7853",7
"6254","6254","6254",6
"7853","7853","7853",7
"2631","2631","2631",2
"2222","2222","2222",2
"8459","8459","8459",8
"2222","2222","2222",2
"6770","6770","6770",6
"2222","2222","2222",2
"8462","8462","8462",8
"3221","3221","3221",3
"8973","8973","8973",8
"8481","8481","8481",8
"6253","6253","6253",6
"8481","8481","8481",8
"2460","2460","2460",2
"8481","8481","8481",8
"6560","6560","6560",6
"5841","5841","5841",5
"8423","8423","8423",8
"7912","7912","7912",7
"0611","0611","0611",0
"0015","0015","0015",0
"6522","6522","6522",6
"0015","0015","0015",0
"0711","0711","0711",0
"6716","6716","6716",6
"0913","0913","0913",0
"8748","8748","8748",8
"8744","8744","8744",8
"8748","8748","8748",8
"8742","8742","8742",8
"8748","8748","8748",8
"5827","5827","5827",5
"8748","8748","8748",8
"5163","5163","5163",5
"8748","8748","8748",8
"7138","7138","7138",7
"8748","8748","8748",8
"0615","0615","0615",0
"8748","8748","8748",8
"5332","5332","5332",5
"2924","2924","2924",2
"3415","3415","3415",3
"2924","2924","2924",2
"7783","7783","7783",7
"2924","2924","2924",2
"6880","6880","6880",6
"2924","2924","2924",2
"5836","5836","5836",5
"2924","2924","2924",2
"7451","7451","7451",7
"2924","2924","2924",2
"6253","6253","6253",6
"2924","2924","2924",2
"7412","7412","7412",7
"5834","5834","5834",5
"2860","2860","2860",2
"2789","2789","2789",2
"7764","7764","7764",7
"2789","2789","2789",2
"5843","5843","5843",5
"7411","7411","7411",7
"0711","0711","0711",0
"2633","2633","2633",2
"6553","6553","6553",6
"2633","2633","2633",2
"6513","6513","6513",6
"7413","7413","7413",7
"7429","7429","7429",7
"7413","7413","7413",7
"6991","6991","6991",6
"7413","7413","7413",7
"7439","7439","7439",7
"7413","7413","7413",7
"7492","7492","7492",7
"7413","7413","7413",7
"7372","7372","7372",7
"7413","7413","7413",7
"7212","7212","7212",7
"7413","7413","7413",7
"7783","7783","7783",7
"7413","7413","7413",7
"7368","7368","7368",7
"7413","7413","7413",7
"7224","7224","7224",7
"7413","7413","7413",7
"6940","6940","6940",6
"7413","7413","7413",7
"0711","0711","0711",0
"7413","7413","7413",7
"6632","6632","6632",6
"7413","7413","7413",7
"6637","6637","6637",6
"7413","7413","7413",7
"8939","8939","8939",8
"7413","7413","7413",7
"7493","7493","7493",7
"7413","7413","7413",7
"7369","7369","7369",7
"5111","5111","5111",5
"8994","8994","8994",8
"6793","6793","6793",6
"6553","6553","6553",6
"6793","6793","6793",6
"7849","7849","7849",7
"6793","6793","6793",6
"6998","6998","6998",6
"0115","0115","0115",0
"4113","4113","4113",4
"0115","0115","0115",0
"0116","0116","0116",0
"0115","0115","0115",0
"6513","6513","6513",6
"7439","7439","7439",7
"7429","7429","7429",7
"7439","7439","7439",7
"7372","7372","7372",7
"7439","7439","7439",7
"7188","7188","7188",7
"7439","7439","7439",7
"7492","7492","7492",7
"7439","7439","7439",7
"8939","8939","8939",8
"7439","7439","7439",7
"7436","7436","7436",7
"7439","7439","7439",7
"7368","7368","7368",7
"7439","7439","7439",7
"7868","7868","7868",7
"7439","7439","7439",7
"7369","7369","7369",7
"7439","7439","7439",7
"7269","7269","7269",7
"7439","7439","7439",7
"7416","7416","7416",7
"7915","7915","7915",7
"8442","8442","8442",8
"7915","7915","7915",7
"2634","2634","2634",2
"6424","6424","6424",6
"6632","6632","6632",6
"6424","6424","6424",6
"8935","8935","8935",8
"6424","6424","6424",6
"7283","7283","7283",7
"6424","6424","6424",6
"6417","6417","6417",6
"6424","6424","6424",6
"6546","6546","6546",6
"6424","6424","6424",6
"7449","7449","7449",7
"6424","6424","6424",6
"6611","6611","6611",6
"6424","6424","6424",6
"5334","5334","5334",5
"6424","6424","6424",6
"0611","0611","0611",0
"6424","6424","6424",6
"6418","6418","6418",6
"6424","6424","6424",6
"7188","7188","7188",7
"6424","6424","6424",6
"6953","6953","6953",6
"6424","6424","6424",6
"6996","6996","6996",6
"6424","6424","6424",6
"6210","6210","6210",6
"6424","6424","6424",6
"6428","6428","6428",6
"6424","6424","6424",6
"7414","7414","7414",7
"6424","6424","6424",6
"6785","6785","6785",6
"5852","5852","5852",5
"0723","0723","0723",0
"5825","5825","5825",5
"0615","0615","0615",0
"7126","7126","7126",7
"0711","0711","0711",0
"6210","6210","6210",6
"8935","8935","8935",8
"6210","6210","6210",6
"7849","7849","7849",7
"6210","6210","6210",6
"5822","5822","5822",5
"6210","6210","6210",6
"7449","7449","7449",7
"6210","6210","6210",6
"6611","6611","6611",6
"6210","6210","6210",6
"6571","6571","6571",6
"6210","6210","6210",6
"6546","6546","6546",6
"6210","6210","6210",6
"7868","7868","7868",7
"6210","6210","6210",6
"6633","6633","6633",6
"6210","6210","6210",6
"0711","0711","0711",0
"6210","6210","6210",6
"6996","6996","6996",6
"6210","6210","6210",6
"6998","6998","6998",6
"6210","6210","6210",6
"6623","6623","6623",6
"6210","6210","6210",6
"6785","6785","6785",6
"6210","6210","6210",6
"6638","6638","6638",6
"5839","5839","5839",5
"7234","7234","7234",7
"5839","5839","5839",5
"6631","6631","6631",6
"5839","5839","5839",5
"7741","7741","7741",7
"5839","5839","5839",5
"5823","5823","5823",5
"8744","8744","8744",8
"7429","7429","7429",7
"8744","8744","8744",8
"5415","5415","5415",5
"8744","8744","8744",8
"5163","5163","5163",5
"8744","8744","8744",8
"7522","7522","7522",7
"8744","8744","8744",8
"7423","7423","7423",7
"8744","8744","8744",8
"5989","5989","5989",5
"8744","8744","8744",8
"8435","8435","8435",8
"7649","7649","7649",7
"7788","7788","7788",7
"7649","7649","7649",7
"7641","7641","7641",7
"7649","7649","7649",7
"2117","2117","2117",2
"7649","7649","7649",7
"7599","7599","7599",7
"7649","7649","7649",7
"7642","7642","7642",7
"5982","5982","5982",5
"0118","0118","0118",0
"5982","5982","5982",5
"0586","0586","0586",0
"5982","5982","5982",5
"5824","5824","5824",5
"5982","5982","5982",5
"0371","0371","0371",0
"5982","5982","5982",5
"0360","0360","0360",0
"0014","0014","0014",0
"6115","6115","6115",6
"7414","7414","7414",7
"8939","8939","8939",8
"7414","7414","7414",7
"6996","6996","6996",6
"7414","7414","7414",7
"0741","0741","0741",0
"7414","7414","7414",7
"6953","6953","6953",6
"2713","2713","2713",2
"7611","7611","7611",7
"2713","2713","2713",2
"6281","6281","6281",6
"2713","2713","2713",2
"6924","6924","6924",6
"2713","2713","2713",2
"6532","6532","6532",6
"2713","2713","2713",2
"4312","4312","4312",4
"2882","2882","2882",2
"7851","7851","7851",7
"2882","2882","2882",2
"8942","8942","8942",8
"2882","2882","2882",2
"2640","2640","2640",2
"2882","2882","2882",2
"6871","6871","6871",6
"2882","2882","2882",2
"6553","6553","6553",6
"2882","2882","2882",2
"5723","5723","5723",5
"2882","2882","2882",2
"2820","2820","2820",2
"2882","2882","2882",2
"5620","5620","5620",5
"2923","2923","2923",2
"8741","8741","8741",8
"6560","6560","6560",6
"6522","6522","6522",6
"6560","6560","6560",6
"5623","5623","5623",5
"6560","6560","6560",6
"8947","8947","8947",8
"0812","0812","0812",0
"5723","5723","5723",5
"6783","6783","6783",6
"6911","6911","6911",6
"6783","6783","6783",6
"6428","6428","6428",6
"2652","2652","2652",2
"2119","2119","2119",2
"6576","6576","6576",6
"2117","2117","2117",2
"0565","0565","0565",0
"7144","7144","7144",7
"0565","0565","0565",0
"0546","0546","0546",0
"8939","8939","8939",8
"7212","7212","7212",7
"8939","8939","8939",8
"6632","6632","6632",6
"8939","8939","8939",8
"7247","7247","7247",7
"8939","8939","8939",8
"7868","7868","7868",7
"8939","8939","8939",8
"8935","8935","8935",8
"8939","8939","8939",8
"6573","6573","6573",6
"8939","8939","8939",8
"7492","7492","7492",7
"8939","8939","8939",8
"6953","6953","6953",6
"8939","8939","8939",8
"6633","6633","6633",6
"8939","8939","8939",8
"7269","7269","7269",7
"8939","8939","8939",8
"6992","6992","6992",6
"8939","8939","8939",8
"6991","6991","6991",6
"8939","8939","8939",8
"7368","7368","7368",7
"8939","8939","8939",8
"6785","6785","6785",6
"8939","8939","8939",8
"0142","0142","0142",0
"5832","5832","5832",5
"5620","5620","5620",5
"2742","2742","2742",2
"0341","0341","0341",0
"5414","5414","5414",5
"6648","6648","6648",6
"0579","0579","0579",0
"0019","0019","0019",0
"0579","0579","0579",0
"7928","7928","7928",7
"0579","0579","0579",0
"0545","0545","0545",0
"7431","7431","7431",7
"7493","7493","7493",7
"7431","7431","7431",7
"2879","2879","2879",2
"6532","6532","6532",6
"6531","6531","6531",6
"2119","2119","2119",2
"6593","6593","6593",6
"6618","6618","6618",6
"9110","9110","9110",9
"6618","6618","6618",6
"7763","7763","7763",7
"6645","6645","6645",6
"2879","2879","2879",2
"7436","7436","7436",7
"7492","7492","7492",7
"7436","7436","7436",7
"7219","7219","7219",7
"7436","7436","7436",7
"7269","7269","7269",7
"7436","7436","7436",7
"8442","8442","8442",8
"7449","7449","7449",7
"6911","6911","6911",6
"7449","7449","7449",7
"7868","7868","7868",7
"7449","7449","7449",7
"7442","7442","7442",7
"7449","7449","7449",7
"7169","7169","7169",7
"7449","7449","7449",7
"7188","7188","7188",7
"7449","7449","7449",7
"7119","7119","7119",7
"7449","7449","7449",7
"6546","6546","6546",6
"7449","7449","7449",7
"8212","8212","8212",8
"7449","7449","7449",7
"0611","0611","0611",0
"7449","7449","7449",7
"7283","7283","7283",7
"7449","7449","7449",7
"8932","8932","8932",8
"7449","7449","7449",7
"7211","7211","7211",7
"7449","7449","7449",7
"6996","6996","6996",6
"7449","7449","7449",7
"6428","6428","6428",6
"7449","7449","7449",7
"6745","6745","6745",6
"7449","7449","7449",7
"6785","6785","6785",6
"7449","7449","7449",7
"7861","7861","7861",7
"6611","6611","6611",6
"6351","6351","6351",6
"6611","6611","6611",6
"8932","8932","8932",8
"8991","8991","8991",8
"2223","2223","2223",2
"7831","7831","7831",7
"7821","7821","7821",7
"7831","7831","7831",7
"6672","6672","6672",6
"7831","7831","7831",7
"7810","7810","7810",7
"7831","7831","7831",7
"7849","7849","7849",7
"6794","6794","6794",6
"6973","6973","6973",6
"6794","6794","6794",6
"6911","6911","6911",6
"6794","6794","6794",6
"6652","6652","6652",6
"6794","6794","6794",6
"6785","6785","6785",6
"6794","6794","6794",6
"6253","6253","6253",6
"6794","6794","6794",6
"6422","6422","6422",6
"6794","6794","6794",6
"8212","8212","8212",8
"7621","7621","7621",7
"8811","8811","8811",8
"7621","7621","7621",7
"7525","7525","7525",7
"0616","0616","0616",0
"5157","5157","5157",5
"7761","7761","7761",7
"0611","0611","0611",0
"5154","5154","5154",5
"5123","5123","5123",5
"5154","5154","5154",5
"5836","5836","5836",5
"5154","5154","5154",5
"9410","9410","9410",9
"5154","5154","5154",5
"5163","5163","5163",5
"6973","6973","6973",6
"6911","6911","6911",6
"6973","6973","6973",6
"8932","8932","8932",8
"6973","6973","6973",6
"7752","7752","7752",7
"6973","6973","6973",6
"8212","8212","8212",8
"7144","7144","7144",7
"2482","2482","2482",2
"7144","7144","7144",7
"4313","4313","4313",4
"8947","8947","8947",8
"8484","8484","8484",8
"2911","2911","2911",2
"7268","7268","7268",7
"2911","2911","2911",2
"8742","8742","8742",8
"2911","2911","2911",2
"5843","5843","5843",5
"5912","5912","5912",5
"5323","5323","5323",5
"6593","6593","6593",6
"6592","6592","6592",6
"2614","2614","2614",2
"5629","5629","5629",5
"0482","0482","0482",0
"0752","0752","0752",0
"6994","6994","6994",6
"6991","6991","6991",6
"6994","6994","6994",6
"8743","8743","8743",8
"6994","6994","6994",6
"7783","7783","7783",7
"6633","6633","6633",6
"6991","6991","6991",6
"6633","6633","6633",6
"0142","0142","0142",0
"6633","6633","6633",6
"6953","6953","6953",6
"6633","6633","6633",6
"6785","6785","6785",6
"6633","6633","6633",6
"7868","7868","7868",7
"6633","6633","6633",6
"8935","8935","8935",8
"6623","6623","6623",6
"6637","6637","6637",6
"6623","6623","6623",6
"8121","8121","8121",8
"6623","6623","6623",6
"9410","9410","9410",9
"0422","0422","0422",0
"6351","6351","6351",6
"0422","0422","0422",0
"0421","0421","0421",0
"2815","2815","2815",2
"7162","7162","7162",7
"6541","6541","6541",6
"5225","5225","5225",5
"6541","6541","6541",6
"6644","6644","6644",6
"6541","6541","6541",6
"6416","6416","6416",6
"6594","6594","6594",6
"9110","9110","9110",9
"7211","7211","7211",7
"7188","7188","7188",7
"7211","7211","7211",7
"6351","6351","6351",6
"7211","7211","7211",7
"6911","6911","6911",6
"7211","7211","7211",7
"6647","6647","6647",6
"7211","7211","7211",7
"7868","7868","7868",7
"7211","7211","7211",7
"6672","6672","6672",6
"7211","7211","7211",7
"8212","8212","8212",8
"8510","8510","8510",8
"6123","6123","6123",6
"8510","8510","8510",8
"2631","2631","2631",2
"8510","8510","8510",8
"8431","8431","8431",8
"8510","8510","8510",8
"8434","8434","8434",8
"8510","8510","8510",8
"8421","8421","8421",8
"8982","8982","8982",8
"2879","2879","2879",2
"0011","0011","0011",0
"0741","0741","0741",0
"2440","2440","2440",2
"6912","6912","6912",6
"2440","2440","2440",2
"6519","6519","6519",6
"2440","2440","2440",2
"6521","6521","6521",6
"2440","2440","2440",2
"6129","6129","6129",6
"2440","2440","2440",2
"6330","6330","6330",6
"5530","5530","5530",5
"8921","8921","8921",8
"5530","5530","5530",5
"2879","2879","2879",2
"5530","5530","5530",5
"5543","5543","5543",5
"6121","6121","6121",6
"7492","7492","7492",7
"6121","6121","6121",6
"6632","6632","6632",6
"5322","5322","5322",5
"6253","6253","6253",6
"7161","7161","7161",7
"7783","7783","7783",7
"7161","7161","7161",7
"0611","0611","0611",0
"7212","7212","7212",7
"7429","7429","7429",7
"7212","7212","7212",7
"6991","6991","6991",6
"7212","7212","7212",7
"7492","7492","7492",7
"7212","7212","7212",7
"7493","7493","7493",7
"7212","7212","7212",7
"8121","8121","8121",8
"7212","7212","7212",7
"7368","7368","7368",7
"7212","7212","7212",7
"7868","7868","7868",7
"7212","7212","7212",7
"7269","7269","7269",7
"7212","7212","7212",7
"0142","0142","0142",0
"7212","7212","7212",7
"2879","2879","2879",2
"7212","7212","7212",7
"8935","8935","8935",8
"7212","7212","7212",7
"7849","7849","7849",7
"5721","5721","5721",5
"6974","6974","6974",6
"7224","7224","7224",7
"7234","7234","7234",7
"7224","7224","7224",7
"0342","0342","0342",0
"7521","7521","7521",7
"8451","8451","8451",8
"7521","7521","7521",7
"8452","8452","8452",8
"7521","7521","7521",7
"6349","6349","6349",6
"7521","7521","7521",7
"0360","0360","0360",0
"7521","7521","7521",7
"6513","6513","6513",6
"6571","6571","6571",6
"6538","6538","6538",6
"6571","6571","6571",6
"6991","6991","6991",6
"6571","6571","6571",6
"0142","0142","0142",0
"6571","6571","6571",6
"7492","7492","7492",7
"6571","6571","6571",6
"7499","7499","7499",7
"6571","6571","6571",6
"8935","8935","8935",8
"6571","6571","6571",6
"6632","6632","6632",6
"6571","6571","6571",6
"7868","7868","7868",7
"6571","6571","6571",6
"2879","2879","2879",2
"2226","2226","2226",2
"0711","0711","0711",0
"2226","2226","2226",2
"1212","1212","1212",1
"6589","6589","6589",6
"6581","6581","6581",6
"6589","6589","6589",6
"7522","7522","7522",7
"6589","6589","6589",6
"4242","4242","4242",4
"6589","6589","6589",6
"6584","6584","6584",6
"7283","7283","7283",7
"7188","7188","7188",7
"7283","7283","7283",7
"7492","7492","7492",7
