Source,Target,Weight,type
"5824","7493",0.5670034,Undirected
"5824","5822",0.5812325,Undirected
"6940","7493",0.6277778,Undirected
"6940","7281",0.6333333,Undirected
"6940","0341",0.0070922,Undirected
"6940","7369",0.5860528,Undirected
"7362","0611",0.0087719,Undirected
"1121","7641",0.0175439,Undirected
"9610","2631",0.0074074,Undirected
"8212","7868",0.5828207,Undirected
"8212","7861",0.5501253,Undirected
"8212","7169",0.5517961,Undirected
"7821","7810",0.5920635,Undirected
"7821","7849",0.5571429,Undirected
"0240","0730",0.5611112,Undirected
"6672","6822",0.0133333,Undirected
"6672","6112",0.0133333,Undirected
"6672","6412",0.0151515,Undirected
"5983","5123",0.5699634,Undirected
"7849","7493",0.6063492,Undirected
"7849","6632",0.5793651,Undirected
"7849","0741",0.0151515,Undirected
"7849","7369",0.5571429,Undirected
"7849","6782",0.5682589,Undirected
"7849","7492",0.6015873,Undirected
"7849","6992",0.568254,Undirected
"7849","6991",0.6492063,Undirected
"7849","7810",0.6809524,Undirected
"7849","7783",0.6047619,Undirected
"2655","3344",0.0072464,Undirected
"2655","0541",0.0133333,Undirected
"6577","0611",0.0087719,Undirected
"6577","5837",0.5809524,Undirected
"6577","6632",0.5714286,Undirected
"6782","9410",0.0144928,Undirected
"8451","5123",0.0075758,Undirected
"8451","8472",0.6148441,Undirected
"8451","8433",0.7124035,Undirected
"8451","8423",0.6824103,Undirected
"8451","8442",0.6903664,Undirected
"8451","8435",0.7044671,Undirected
"8451","8465",0.6220591,Undirected
"8451","8463",0.8163958,Undirected
"8451","8434",0.697252,Undirected
"8451","8443",0.5851998,Undirected
"5415","0615",0.0083333,Undirected
"5415","5989",0.6878788,Undirected
"8219","6359",0.6314693,Undirected
"8219","8932",0.5719151,Undirected
"7492","7493",0.551282,Undirected
"7492","6632",0.6501831,Undirected
"7492","7188",0.5602425,Undirected
"7492","5419",0.5750916,Undirected
"7492","6579",0.6068376,Undirected
"7492","7281",0.5534188,Undirected
"7492","6991",0.6730159,Undirected
"7492","7783",0.6581197,Undirected
"7492","3345",0.0175439,Undirected
"7492","7423",0.5811966,Undirected
"7492","0142",0.5597222,Undirected
"4232","8443",0.0098039,Undirected
"5413","3222",0.0166667,Undirected
"6953","6991",0.5712963,Undirected
"6953","6821",0.015873,Undirected
"6953","6975",0.5707603,Undirected
"6953","6632",0.550463,Undirected
"6953","6992",0.550463,Undirected
"6953","6996",0.5866522,Undirected
"6953","0142",0.5541667,Undirected
"6581","8434",0.5594615,Undirected
"8841","6584",0.0114943,Undirected
"6514","2672",0.5527009,Undirected
"6732","0019",0.0111111,Undirected
"6732","6744",0.5752205,Undirected
"6732","1221",0.0111111,Undirected
"6745","6744",0.5935632,Undirected
"6745","7188",0.5643275,Undirected
"6745","7169",0.5518519,Undirected
"6745","6733",0.5833333,Undirected
"6745","6749",0.5722222,Undirected
"6745","7119",0.6180556,Undirected
"6745","6746",0.6869674,Undirected
"6745","8973",0.0111111,Undirected
"9110","0341",0.0070922,Undirected
"9110","0583",0.009009,Undirected
"9110","2332",0.0166667,Undirected
"0615","5122",0.0168803,Undirected
"0615","8821",0.0083333,Undirected
"0615","5419",0.0083333,Undirected
"2874","2875",0.6157408,Undirected
"6422","0730",0.5622222,Undirected
"6422","8932",0.6217172,Undirected
"6422","0611",0.0087719,Undirected
"6899","5823",0.015873,Undirected
"0019","3341",0.0083333,Undirected
"0019","0342",0.0075758,Undirected
"0019","2239",0.0185185,Undirected
"0019","0545",0.0074074,Undirected
"0019","5113",0.0175439,Undirected
"5911","6553",0.0133333,Undirected
"8946","6733",0.5666667,Undirected
"0583","8122",0.5505505,Undirected
"0583","0484",0.5508008,Undirected
"7111","0611",0.0175439,Undirected
"6592","9710",0.0144928,Undirected
"6632","7234",0.6501831,Undirected
"6632","0611",0.0087719,Undirected
"6632","6546",0.5808824,Undirected
"6632","6991",0.6523809,Undirected
"6632","7810",0.568254,Undirected
"6632","6412",0.6442308,Undirected
"5543","6996",0.6003608,Undirected
"5543","2640",0.015873,Undirected
"7169","7129",0.562963,Undirected
"7169","7868",0.6342593,Undirected
"7169","7119",0.6485566,Undirected
"7169","7369",0.562963,Undirected
"7169","7861",0.5692983,Undirected
"6595","0611",0.0087719,Undirected
"2331","8443",0.0104167,Undirected
"6413","2517",0.5644995,Undirected
"7757","3341",0.0098039,Undirected
"7248","0611",0.0087719,Undirected
"8442","0459",0.010101,Undirected
"8442","8472",0.6421958,Undirected
"8442","8433",0.6429067,Undirected
"8442","8423",0.5790491,Undirected
"8442","8435",0.7173382,Undirected
"8442","0113",0.0092593,Undirected
"8442","8465",0.5904762,Undirected
"8442","8463",0.6966825,Undirected
"8442","7423",0.0098039,Undirected
"8442","8434",0.6614496,Undirected
"8442","8443",0.7372252,Undirected
"8435","7245",0.008547,Undirected
"8435","6584",0.5836386,Undirected
"8435","8472",0.6124848,Undirected
"8435","8433",0.8648408,Undirected
"8435","8423",0.6356844,Undirected
"8435","8465",0.7293651,Undirected
"8435","8422",0.5579976,Undirected
"8435","8463",0.7179591,Undirected
"8435","8434",0.8366687,Undirected
"8435","8443",0.6422467,Undirected
"2672","4245",0.015873,Undirected
"7162","2631",0.0079365,Undirected
"6116","5623",0.009009,Undirected
"0488","0741",0.0151515,Undirected
"7788","7641",0.5503813,Undirected
"7788","7599",0.6301743,Undirected
"7788","2114",0.0138889,Undirected
"7788","7723",0.6092048,Undirected
"7213","0611",0.0087719,Undirected
"0712","8484",0.0128205,Undirected
"0712","8483",0.0128205,Undirected
"7522","7768",0.6195287,Undirected
"7522","5989",0.5639731,Undirected
"7522","7523",0.7068182,Undirected
"0576","2472",0.0104167,Undirected
"0576","0470",0.0166667,Undirected
"8981","2925",0.0138889,Undirected
"8981","8989",0.5557498,Undirected
"8981","0611",0.0087719,Undirected
"7810","2631",0.0079365,Undirected
"7810","5629",0.0128205,Undirected
"8122","8422",0.6037037,Undirected
"8122","5163",0.0098039,Undirected
"5541","8821",0.0104167,Undirected
"5232","2640",0.0144928,Undirected
"8422","6123",0.5566138,Undirected
"8422","8472",0.5814815,Undirected
"8422","8433",0.5871395,Undirected
"8422","8434",0.6355836,Undirected
"8422","6253",0.0092593,Undirected
"0546","0586",0.569807,Undirected
"8463","8472",0.6282387,Undirected
"8463","8433",0.7333356,Undirected
"8463","8423",0.7166318,Undirected
"8463","5332",0.0070922,Undirected
"8463","8465",0.6730218,Undirected
"8463","8434",0.6966825,Undirected
"8463","8443",0.6013289,Undirected
"4245","0980",0.0098039,Undirected
"4245","2631",0.0079365,Undirected
"6341","6553",0.010101,Undirected
"6341","2483",0.5881783,Undirected
"6975","8932",0.5587088,Undirected
"6975","6996",0.5692641,Undirected
"6975","0611",0.0087719,Undirected
"3223","0611",0.0087719,Undirected
"7234","7493",0.5555556,Undirected
"7234","2114",0.0138889,Undirected
"7234","6412",0.5769231,Undirected
"7234","7412",0.5534188,Undirected
"0620","0484",0.5505747,Undirected
"0620","2640",0.0111111,Undirected
"8993","2873",0.0138889,Undirected
"3344","6511",0.0072464,Undirected
"3344","3341",0.5733293,Undirected
"3344","7928",0.0072464,Undirected
"3344","8852",0.0081301,Undirected
"7251","0342",0.0075758,Undirected
"0342","0341",0.5535127,Undirected
"0342","6553",0.0069444,Undirected
"0342","0360",0.6352605,Undirected
"6553","5513",0.0092593,Undirected
"6553","7861",0.0166667,Undirected
"7369","7493",0.6643357,Undirected
"7369","7281",0.6293706,Undirected
"7369","7868",0.5527778,Undirected
"7369","0360",0.0062893,Undirected
"1221","6648",0.0222222,Undirected
"0751","8741",0.0144928,Undirected
"0611","5822",0.0087719,Undirected
"0611","7119",0.0087719,Undirected
"0611","5156",0.0087719,Undirected
"0611","6991",0.0087719,Undirected
"0611","7913",0.0087719,Undirected
"0611","7416",0.0087719,Undirected
"5827","6253",0.5809524,Undirected
"5827","5332",0.7539682,Undirected
"6821","7512",0.0138889,Undirected
"7188","2114",0.0138889,Undirected
"7188","7868",0.5798504,Undirected
"7188","6785",0.5781119,Undirected
"8932","6785",0.55805,Undirected
"8932","7868",0.55805,Undirected
"8932","6996",0.6288537,Undirected
"8932","0730",0.63,Undirected
"8932","0484",0.5846743,Undirected
"5837","5822",0.6008403,Undirected
"5837","6412",0.5977564,Undirected
"5837","8121",0.5721154,Undirected
"5989","5163",0.6343434,Undirected
"5989","5147",0.5757576,Undirected
"8742","5332",0.5767196,Undirected
"6749","6746",0.635213,Undirected
"6785","6996",0.6502886,Undirected
"6785","7868",0.6390978,Undirected
"7423","7412",0.6166667,Undirected
"0742","8423",0.0057471,Undirected
"0752","4113",0.009009,Undirected
"8821","0341",0.0072464,Undirected
"8821","8423",0.0055556,Undirected
"8821","0360",0.0061728,Undirected
"5239","6744",0.5705747,Undirected
"5239","6746",0.5620804,Undirected
"7268","7246",0.6818182,Undirected
"6584","8433",0.5637081,Undirected
"6584","8434",0.5838518,Undirected
"6746","6744",0.6468965,Undirected
"6746","6733",0.5571429,Undirected
"8121","2221",0.0175439,Undirected
"8121","7868",0.6166667,Undirected
"8121","6648",0.551282,Undirected
"8121","0142",0.6168804,Undirected
"2483","7246",0.0077519,Undirected
"2483","2472",0.6186047,Undirected
"2483","5147",0.0155039,Undirected
"7763","7768",0.8053872,Undirected
"7763","7764",0.7373738,Undirected
"7512","7628",0.625926,Undirected
"5416","7741",0.5555555,Undirected
"2512","2631",0.0074074,Undirected
"0013","2631",0.0081301,Undirected
"0484","6428",0.5842912,Undirected
"0484","0730",0.5954023,Undirected
"7599","7641",0.5861111,Undirected
"7599","7768",0.5875,Undirected
"7599","2114",0.0138889,Undirected
"7599","7764",0.675,Undirected
"7599","7723",0.5736111,Undirected
"6996","5542",0.5925811,Undirected
"6996","7868",0.5549062,Undirected
"6996","6428",0.5657408,Undirected
"7246","7367",0.5681818,Undirected
"6991","6992",0.568254,Undirected
"6991","0142",0.6240079,Undirected
"7768","7764",0.7070707,Undirected
"6416","6349",0.5644274,Undirected
"7783","7493",0.6121212,Undirected
"7642","2114",0.0138889,Undirected
"7642","7628",0.6068376,Undirected
"0360","6641",0.0064103,Undirected
"0360","7367",0.0064103,Undirected
"6123","8434",0.5671747,Undirected
"2631","5138",0.0160666,Undirected
"2631","7868",0.0074074,Undirected
"2631","6423",0.0081301,Undirected
"2631","8813",0.0079365,Undirected
"2631","7628",0.0081301,Undirected
"7841","3341",0.0098039,Undirected
"0541","3413",0.0133333,Undirected
"7281","7493",0.6484848,Undirected
"7281","0341",0.0075758,Undirected
"6539","9410",0.0144928,Undirected
"5823","6631",0.582906,Undirected
"5823","5138",0.6507937,Undirected
"5843","7451",0.6031746,Undirected
"0730","6428",0.5861728,Undirected
"7493","8989",0.5794872,Undirected
"0723","0722",0.5600491,Undirected
"7129","7119",0.6213235,Undirected
"0223","8443",0.0098039,Undirected
"7119","7112",0.6312565,Undirected
"6631","9410",0.0144928,Undirected
"6992","3345",0.0151515,Undirected
"6992","7913",0.5697192,Undirected
"7264","8423",0.0055556,Undirected
"8434","8472",0.6437137,Undirected
"8434","8433",0.8650253,Undirected
"8434","8423",0.636381,Undirected
"8434","8465",0.6830043,Undirected
"8434","8443",0.5594615,Undirected
"8443","8472",0.5694444,Undirected
"8443","8433",0.5954722,Undirected
"7245","7367",0.6157408,Undirected
"8472","8465",0.606746,Undirected
"8472","8433",0.6357265,Undirected
"8433","7741",0.0077519,Undirected
"8433","8423",0.6706026,Undirected
"8433","8465",0.6901656,Undirected
"8423","8465",0.5896552,Undirected
